title,genre,country,device,watch_time,completion_rate
Bridgerton,Comedy,United Kingdom,Tablet,105,63.8732339862477
Wednesday,Action,India,Mobile,71,83.90569154771043
Stranger Things,Drama,United Kingdom,Desktop,79,99.50544230434329
Money Heist,Action,Brazil,TV,75,72.13990682718688
Stranger Things,Thriller,India,Tablet,59,77.05014494638313
The Witcher,Thriller,United Kingdom,TV,46,54.618026405568926
The Witcher,Documentary,United States,Desktop,53,59.469670894242306
Money Heist,Drama,India,Tablet,83,63.65203096639034
Wednesday,Comedy,Canada,Desktop,77,97.07664551422205
Stranger Things,Comedy,United Kingdom,Mobile,72,62.47291021466161
Money Heist,Thriller,United Kingdom,Tablet,106,64.75361746321546
Stranger Things,Drama,India,TV,22,67.1053810431797
Stranger Things,Action,United States,Tablet,105,58.667152648764045
Bridgerton,Drama,United Kingdom,TV,34,97.4949834123038
The Witcher,Drama,Canada,Tablet,24,67.75658238769063
Wednesday,Action,United Kingdom,Desktop,37,55.29266179389544
Wednesday,Comedy,India,TV,108,97.13295884833153
Wednesday,Documentary,Canada,TV,72,73.19908490834436
Wednesday,Documentary,Canada,Mobile,92,94.78489815996862
Money Heist,Drama,United Kingdom,Desktop,49,93.17328651707317
The Witcher,Action,India,Mobile,91,64.81788067566441
Bridgerton,Documentary,United Kingdom,TV,113,62.9835419475207
Money Heist,Documentary,India,Desktop,50,52.63826289298013
The Witcher,Drama,Canada,Desktop,20,62.642905912505555
Money Heist,Thriller,Canada,Desktop,100,53.821993051972385
Wednesday,Documentary,United States,Mobile,109,57.80179056699885
Stranger Things,Documentary,Brazil,TV,33,69.04956368341999
Bridgerton,Documentary,Brazil,Mobile,50,65.16429454246415
Wednesday,Action,Canada,TV,77,84.19332259176716
Stranger Things,Thriller,India,Desktop,24,65.59010684778843
Wednesday,Thriller,India,Tablet,36,96.40509177548932
Bridgerton,Action,Brazil,Desktop,54,53.84015241572108
Wednesday,Action,United Kingdom,Desktop,51,97.00915956260414
The Witcher,Documentary,Canada,Mobile,90,62.7668186881622
Stranger Things,Comedy,United Kingdom,Mobile,89,83.79114625520367
Bridgerton,Action,Brazil,Tablet,111,95.36244721782029
The Witcher,Documentary,India,Tablet,115,93.9665107839237
Wednesday,Comedy,United States,Desktop,64,91.82492453090168
The Witcher,Comedy,India,Mobile,76,64.28497970223823
Money Heist,Thriller,India,Mobile,112,69.91138969790057
Money Heist,Comedy,Canada,Desktop,88,50.402955167105986
Money Heist,Documentary,United Kingdom,Tablet,112,95.75303662586111
Money Heist,Thriller,India,Tablet,92,65.4234140744742
The Witcher,Comedy,Brazil,TV,30,85.64229979304775
The Witcher,Action,United States,Mobile,102,67.29030492052125
Wednesday,Drama,United Kingdom,TV,30,72.72015772399764
Money Heist,Comedy,United States,Tablet,95,82.97529908256635
Stranger Things,Thriller,United States,Desktop,92,59.059163952504136
Wednesday,Documentary,Canada,Desktop,106,70.85967092822882
The Witcher,Thriller,Canada,Tablet,44,89.86055362893813
Money Heist,Drama,India,TV,60,52.61956477974306
Wednesday,Action,India,TV,118,61.74971387673458
Bridgerton,Documentary,Canada,Desktop,100,61.573760688264905
Money Heist,Action,United States,TV,101,52.53112361345371
Wednesday,Drama,Brazil,TV,118,51.43262137888273
Money Heist,Drama,United Kingdom,Desktop,66,62.39366793642118
Money Heist,Action,United Kingdom,Mobile,23,98.69002066785748
Money Heist,Thriller,Brazil,Desktop,46,78.30358232240826
The Witcher,Action,Canada,TV,62,90.2824402681671
Bridgerton,Drama,United Kingdom,Mobile,27,96.51992100846627
The Witcher,Action,Canada,Desktop,95,64.3663358254451
Money Heist,Documentary,United Kingdom,Tablet,56,86.37646151125475
The Witcher,Action,Brazil,Mobile,40,90.27161646499931
Wednesday,Action,Canada,Tablet,44,63.40871838724567
The Witcher,Thriller,India,Mobile,73,51.73363521130332
Bridgerton,Comedy,India,Mobile,62,82.0752240628126
Bridgerton,Action,United Kingdom,Tablet,55,56.105575796214396
Wednesday,Comedy,United Kingdom,Desktop,98,91.30323422741428
Stranger Things,Action,India,TV,24,57.815848535443045
Wednesday,Documentary,India,Tablet,112,99.48782067046673
Bridgerton,Thriller,United States,TV,114,99.42104969817404
Wednesday,Thriller,Brazil,Mobile,104,93.30507726889174
Wednesday,Documentary,India,Desktop,29,71.3743227045134
The Witcher,Drama,Canada,Desktop,107,91.1636606340015
Bridgerton,Action,India,Desktop,69,62.67920584981846
Stranger Things,Drama,Brazil,Tablet,115,64.70337310883889
The Witcher,Documentary,India,Desktop,21,80.12349153517275
The Witcher,Action,Brazil,TV,94,98.95757775503077
Wednesday,Comedy,Canada,Desktop,31,57.5887704925551
Wednesday,Drama,India,Mobile,35,50.270246183633496
The Witcher,Action,United States,Tablet,29,84.61771530772072
Stranger Things,Documentary,United States,TV,61,62.55400518325839
Bridgerton,Drama,United Kingdom,TV,46,86.70756295208231
Money Heist,Thriller,United States,TV,31,66.59857523679227
The Witcher,Thriller,United States,TV,115,90.3378781894563
The Witcher,Action,India,Mobile,70,77.4072601364011
Wednesday,Thriller,United States,TV,85,52.52083868011046
The Witcher,Documentary,United Kingdom,Tablet,43,68.1376800199576
Bridgerton,Thriller,India,Tablet,77,70.32952686797361
The Witcher,Documentary,United Kingdom,TV,97,89.2384840912494
Bridgerton,Action,United States,Tablet,52,91.87654170380279
The Witcher,Thriller,Brazil,Desktop,115,87.81671347914434
Wednesday,Documentary,United Kingdom,Mobile,97,72.11832665512094
The Witcher,Drama,Canada,Desktop,33,56.36847367239405
The Witcher,Drama,United States,TV,63,82.48940233821497
Bridgerton,Comedy,United Kingdom,Desktop,97,55.91093111455443
Stranger Things,Documentary,Brazil,Mobile,111,62.72406658091301
Bridgerton,Comedy,United Kingdom,Desktop,24,75.7230663869947
Stranger Things,Thriller,Canada,Mobile,110,62.01495617251834
Stranger Things,Action,United Kingdom,Desktop,115,58.8448475411992
Wednesday,Documentary,India,Tablet,118,94.56591031801494
Wednesday,Drama,India,Mobile,20,70.135186049728
Bridgerton,Action,Canada,Tablet,70,68.23353381171682
The Witcher,Comedy,Canada,Desktop,95,78.63214265577923
The Witcher,Drama,United Kingdom,Desktop,38,86.51245947647857
Bridgerton,Comedy,Canada,Mobile,79,88.37494152953528
The Witcher,Action,Canada,Mobile,105,61.62706658104275
The Witcher,Thriller,India,Tablet,45,64.90378252624114
Bridgerton,Action,United States,Tablet,75,52.85134570018097
Wednesday,Action,Brazil,TV,61,91.00337510278247
Money Heist,Comedy,Brazil,Tablet,25,62.61559635348436
Stranger Things,Thriller,United Kingdom,Mobile,118,90.49622101514497
Wednesday,Action,Brazil,Desktop,80,99.82828281444912
The Witcher,Thriller,United Kingdom,Desktop,70,95.56695950393154
Bridgerton,Drama,Canada,Mobile,73,66.56761093681585
The Witcher,Comedy,United States,Desktop,30,68.5012262071408
Stranger Things,Documentary,India,Tablet,76,68.89196068635934
Bridgerton,Comedy,United States,Tablet,33,58.09615033161069
The Witcher,Drama,Brazil,Tablet,49,97.05241300191885
Bridgerton,Drama,Brazil,TV,66,80.8214088685935
The Witcher,Thriller,United States,TV,26,82.4382693079693
Money Heist,Drama,United States,TV,29,63.12352925606323
Bridgerton,Thriller,Brazil,Tablet,52,56.34120112752094
Bridgerton,Action,India,Tablet,36,80.9984282437082
Money Heist,Action,United States,Desktop,113,68.18226794597248
Bridgerton,Comedy,Canada,Tablet,102,64.77339623133797
The Witcher,Comedy,Brazil,Desktop,51,95.40092727108312
Money Heist,Action,United Kingdom,Mobile,35,77.91761575320568
Wednesday,Comedy,United Kingdom,Mobile,36,76.18317080273053
Money Heist,Drama,United Kingdom,TV,49,65.75051861883658
Money Heist,Action,United Kingdom,TV,55,89.17347800246338
Bridgerton,Documentary,United States,Desktop,77,99.38747695495942
Money Heist,Documentary,United Kingdom,Tablet,43,70.27114125695775
Bridgerton,Thriller,Canada,TV,61,74.06389756096185
Bridgerton,Action,Brazil,Desktop,28,93.69374777605091
The Witcher,Documentary,United States,Desktop,81,67.57711300248491
Money Heist,Action,Canada,Tablet,73,56.35481201092196
Wednesday,Thriller,United Kingdom,TV,56,95.27694189644505
The Witcher,Comedy,India,Desktop,87,59.970579887926746
The Witcher,Drama,India,Mobile,107,77.73435123941836
The Witcher,Thriller,United States,Desktop,76,50.72835773756395
Wednesday,Action,United Kingdom,Desktop,68,78.5803824741472
Bridgerton,Documentary,Canada,TV,72,76.17006854610041
Money Heist,Comedy,India,Desktop,90,72.09168524009773
Wednesday,Comedy,India,Tablet,48,69.3353528521989
The Witcher,Documentary,Canada,Desktop,86,69.13920502015202
Money Heist,Action,United Kingdom,Desktop,104,51.290469643159085
Bridgerton,Comedy,United States,Tablet,97,97.98955102024252
Stranger Things,Thriller,United States,TV,43,76.24499933629191
The Witcher,Drama,India,Desktop,99,92.10826883251906
Stranger Things,Drama,India,Tablet,108,56.34722068774863
Money Heist,Drama,United Kingdom,Mobile,42,99.47526666921613
Bridgerton,Comedy,United States,TV,81,69.10697374162847
The Witcher,Thriller,Brazil,Tablet,82,83.52171668984587
Wednesday,Comedy,United States,Tablet,115,51.200252242244446
Stranger Things,Action,United States,TV,86,98.39013688242426
Bridgerton,Documentary,Canada,Mobile,39,58.95158187207919
Money Heist,Thriller,India,Desktop,64,73.7544936433384
The Witcher,Documentary,India,Desktop,74,89.12129061063939
Wednesday,Documentary,India,TV,33,91.53113802158956
The Witcher,Drama,United States,Desktop,62,98.91103342632792
Wednesday,Thriller,United Kingdom,Desktop,111,71.00055021478315
Wednesday,Drama,Brazil,Tablet,71,93.321159176985
Stranger Things,Documentary,India,Desktop,117,82.61375554495251
Bridgerton,Action,United Kingdom,Tablet,54,69.80004831928076
The Witcher,Documentary,India,Tablet,104,99.57663879136933
Stranger Things,Comedy,Brazil,Desktop,42,79.45100454904558
Bridgerton,Comedy,India,Desktop,98,58.07289170321201
Stranger Things,Comedy,Canada,Tablet,101,53.457678385925064
Wednesday,Thriller,India,Tablet,103,84.96697331263215
Wednesday,Drama,Canada,Mobile,76,89.81218047281936
Money Heist,Documentary,Canada,Mobile,106,65.86527387102433
Bridgerton,Action,United States,Tablet,60,59.1375582993718
Money Heist,Thriller,United States,TV,94,64.28129942811215
Bridgerton,Comedy,India,Tablet,22,58.72046335557498
Wednesday,Drama,Brazil,TV,83,77.52658402981127
Bridgerton,Documentary,Brazil,TV,20,59.814715115553355
Bridgerton,Drama,United Kingdom,TV,117,94.53292277309211
Money Heist,Documentary,Brazil,Desktop,102,80.58232096949962
Wednesday,Drama,United States,TV,38,58.23102566182524
The Witcher,Thriller,India,Mobile,64,79.39958147319163
Money Heist,Drama,Brazil,Desktop,50,58.59147301788292
Stranger Things,Action,India,Tablet,107,70.0156418086497
Stranger Things,Action,United States,Mobile,28,64.67673962293303
Stranger Things,Comedy,United States,Tablet,88,72.92592810935076
The Witcher,Thriller,India,Mobile,32,50.94727016871773
Bridgerton,Thriller,Canada,Desktop,27,81.92443923995677
Stranger Things,Documentary,Brazil,Desktop,61,92.95558788234582
Bridgerton,Action,Canada,TV,92,88.00027724810492
Money Heist,Action,Canada,Desktop,48,65.16927718145666
Wednesday,Documentary,United States,Desktop,69,66.42790749428993
Stranger Things,Documentary,India,Mobile,32,71.40919699335865
The Witcher,Thriller,Brazil,TV,118,71.37332640833445
The Witcher,Documentary,Brazil,TV,78,50.340734895006406
Stranger Things,Action,United States,Tablet,74,88.2596916877196
Stranger Things,Comedy,United Kingdom,Desktop,49,66.96203305869182
Stranger Things,Comedy,India,Tablet,99,90.4413161745842
Money Heist,Drama,Canada,Mobile,26,92.86154686848955
Money Heist,Action,United States,TV,43,54.87538462319376
Bridgerton,Drama,United States,TV,43,61.563996415797774
Wednesday,Thriller,United Kingdom,Desktop,94,93.07090230477587
Wednesday,Thriller,Canada,TV,75,61.78114255958242
Wednesday,Comedy,United Kingdom,Tablet,115,89.16077273283393
Stranger Things,Documentary,United States,Mobile,82,54.09828673218311
The Witcher,Comedy,Brazil,Desktop,26,85.87324953059561
Wednesday,Action,United States,Desktop,94,83.83223174099237
Stranger Things,Thriller,United Kingdom,Mobile,78,80.215649112016
Wednesday,Documentary,Brazil,Tablet,66,55.27006886982311
The Witcher,Documentary,Canada,Desktop,114,93.96397780785034
The Witcher,Thriller,India,TV,97,66.30539262562867
Wednesday,Thriller,United Kingdom,Desktop,27,84.75937331050329
Bridgerton,Drama,India,Tablet,115,79.13143230201828
The Witcher,Drama,Canada,Mobile,53,68.45680969046023
The Witcher,Drama,Canada,TV,101,72.03324417121468
Bridgerton,Documentary,United States,TV,33,99.1369770455193
Money Heist,Drama,Canada,TV,108,79.76831850784363
Bridgerton,Action,Canada,Mobile,41,59.78563200498245
Money Heist,Thriller,United States,Desktop,36,63.843498474600615
Money Heist,Action,Canada,Desktop,117,87.31814421566207
Stranger Things,Drama,Canada,Mobile,39,50.082187855622486
Wednesday,Drama,Canada,Tablet,92,70.9347571663842
Stranger Things,Thriller,United States,Desktop,119,75.64896749104537
Money Heist,Documentary,Brazil,TV,116,86.20145943864605
Stranger Things,Drama,United States,Tablet,23,75.61964103660533
Money Heist,Comedy,Brazil,Desktop,51,85.55004809749056
Money Heist,Drama,United Kingdom,Tablet,89,55.40144787457896
Money Heist,Thriller,India,Tablet,75,81.23319871418585
Money Heist,Documentary,United States,Mobile,62,83.77933867837194
Money Heist,Drama,India,Desktop,73,50.49553477455768
Money Heist,Thriller,India,Tablet,86,90.40339085580112
Money Heist,Thriller,India,Mobile,87,99.60678197392915
The Witcher,Thriller,Brazil,Mobile,40,76.73304615377619
Stranger Things,Comedy,United Kingdom,TV,70,56.09397508906918
The Witcher,Comedy,United States,TV,43,76.87923128462829
Wednesday,Drama,United Kingdom,Desktop,81,68.84334401735943
Wednesday,Action,Canada,Desktop,60,76.85206573709871
Stranger Things,Thriller,India,Mobile,57,66.02006430701074
Stranger Things,Comedy,Brazil,Mobile,63,51.03790160619821
Money Heist,Documentary,United States,Tablet,104,77.2315435553568
Bridgerton,Drama,Brazil,Mobile,110,86.89402075843711
The Witcher,Comedy,Canada,TV,59,60.614282083429565
The Witcher,Drama,United Kingdom,TV,83,95.46010681032436
Stranger Things,Comedy,United Kingdom,Mobile,90,75.18541935420353
Money Heist,Documentary,United Kingdom,TV,97,72.2726464867144
Wednesday,Thriller,India,TV,100,75.1672565303077
Stranger Things,Action,United States,TV,77,54.37232508999427
Money Heist,Documentary,United States,Desktop,42,63.69940497349859
The Witcher,Comedy,India,Mobile,98,84.97982665117641
Wednesday,Drama,Canada,Mobile,21,88.1757921834106
Stranger Things,Documentary,India,Desktop,98,81.42832003236416
Bridgerton,Thriller,United States,Mobile,60,95.88236389522167
Wednesday,Thriller,India,Desktop,26,91.01620440736005
Bridgerton,Action,India,Desktop,109,79.82335377067719
The Witcher,Documentary,United Kingdom,Mobile,116,59.83440986564115
Money Heist,Comedy,United Kingdom,Tablet,99,84.80399307835197
Wednesday,Action,United States,Tablet,78,90.0469360770715
Money Heist,Action,India,Desktop,32,67.14648313795979
The Witcher,Thriller,United States,Desktop,93,86.26435421772777
Wednesday,Documentary,United States,Mobile,107,57.35816255474727
Stranger Things,Drama,Canada,Mobile,21,69.86357364202298
The Witcher,Drama,United Kingdom,Mobile,36,58.08472766369934
Money Heist,Comedy,Canada,Mobile,37,94.22393637983797
Money Heist,Documentary,United States,TV,61,58.311468102582936
Bridgerton,Documentary,India,Mobile,92,94.51183108978854
Bridgerton,Action,India,Desktop,39,79.15639117264347
Wednesday,Action,United States,Mobile,98,74.95994734206658
The Witcher,Documentary,Brazil,TV,71,74.36922208360214
Money Heist,Thriller,United Kingdom,Mobile,101,91.46925750711873
Wednesday,Thriller,United States,TV,38,78.44777416409254
Stranger Things,Action,United States,Tablet,82,86.2555579966658
Stranger Things,Thriller,Brazil,Tablet,71,89.56421462483418
The Witcher,Documentary,United States,Mobile,44,70.09381356183698
Money Heist,Documentary,United Kingdom,TV,35,74.01471293956779
Stranger Things,Comedy,India,TV,97,64.59555867489036
Money Heist,Drama,Canada,Tablet,82,55.30627927454977
The Witcher,Documentary,India,Desktop,21,71.35525226801715
Stranger Things,Action,India,Tablet,52,85.36394559528335
Money Heist,Action,India,Mobile,47,71.43821455573418
Money Heist,Thriller,United States,Desktop,98,66.68304453168463
Stranger Things,Action,India,Tablet,39,86.40582186680831
Wednesday,Action,India,Tablet,119,70.9145555546743
Wednesday,Thriller,United Kingdom,Mobile,25,74.8626943295439
The Witcher,Thriller,United Kingdom,Tablet,113,66.29122920097244
Wednesday,Action,Brazil,Mobile,67,67.80465425832108
Bridgerton,Comedy,Brazil,TV,88,85.33020644971089
Bridgerton,Drama,Brazil,Mobile,89,60.587293102620976
Bridgerton,Documentary,United States,Desktop,57,92.89674569986644
Bridgerton,Comedy,India,Tablet,57,76.37939866360828
Money Heist,Drama,India,TV,36,56.06514990027671
Wednesday,Drama,United Kingdom,Desktop,23,58.72949256235932
Money Heist,Thriller,Canada,TV,23,79.13430732772915
Wednesday,Thriller,United Kingdom,Mobile,93,79.58584844462003
Bridgerton,Comedy,Brazil,Desktop,76,80.12345852286333
Stranger Things,Thriller,India,Desktop,72,86.40061288980988
Bridgerton,Action,United Kingdom,Mobile,95,75.33428954270013
Money Heist,Documentary,Canada,Tablet,69,53.485971291686475
The Witcher,Drama,United States,TV,57,91.82077982899284
Bridgerton,Action,United Kingdom,TV,81,50.600151363634126
Stranger Things,Comedy,India,TV,43,66.23045842550808
Bridgerton,Documentary,United States,TV,58,74.1749042553402
Wednesday,Thriller,United Kingdom,Mobile,115,92.28336745493857
Money Heist,Comedy,India,TV,71,68.89970193130765
Money Heist,Thriller,United States,Desktop,42,51.82305254128092
The Witcher,Documentary,United States,Mobile,21,63.1204188244651
Stranger Things,Documentary,India,Tablet,54,93.03994684577475
Bridgerton,Thriller,Canada,TV,63,61.56788211297045
The Witcher,Drama,Brazil,TV,77,78.2319928948101
Stranger Things,Documentary,United States,Tablet,61,81.53852100863104
Bridgerton,Comedy,India,Desktop,73,58.487960069641325
The Witcher,Thriller,Canada,Mobile,27,58.59562788635522
Bridgerton,Thriller,Canada,Desktop,48,61.01595493109838
Wednesday,Thriller,India,Desktop,95,95.31167597175693
The Witcher,Action,India,Mobile,105,84.74591898907538
Bridgerton,Thriller,India,Tablet,95,56.30576611877053
The Witcher,Drama,Canada,Mobile,24,59.59777194978629
The Witcher,Documentary,United States,Mobile,69,92.24854268200507
The Witcher,Comedy,United Kingdom,Mobile,89,73.70789729395398
Wednesday,Action,India,Mobile,56,99.77554840079333
Bridgerton,Documentary,Canada,Mobile,110,92.3634704981362
Bridgerton,Comedy,Canada,Desktop,87,91.93044437669812
Bridgerton,Thriller,United States,Tablet,31,69.10664544129939
Stranger Things,Action,United States,Tablet,88,95.66148431396353
The Witcher,Comedy,Canada,TV,117,87.57116587656513
Money Heist,Documentary,India,TV,94,96.90905862623612
The Witcher,Documentary,United States,Desktop,75,81.37339493830365
Bridgerton,Comedy,India,Desktop,34,86.92730266984817
Bridgerton,Documentary,Brazil,TV,70,60.174399727765625
The Witcher,Thriller,United Kingdom,Mobile,106,68.86008912288193
The Witcher,Documentary,Brazil,Mobile,80,92.52521141642985
Wednesday,Comedy,United States,Desktop,117,87.80961170533902
The Witcher,Documentary,United States,Desktop,64,62.12721382914854
The Witcher,Thriller,United Kingdom,Tablet,88,64.46219514098341
Stranger Things,Thriller,United States,Tablet,110,93.27856100473822
Money Heist,Thriller,United States,TV,57,89.7830115330721
The Witcher,Drama,Brazil,Mobile,87,75.23186439887175
Money Heist,Drama,Brazil,Desktop,117,92.84176748615882
Stranger Things,Action,India,Tablet,76,89.89023406705363
Wednesday,Action,United Kingdom,TV,55,87.84638296707207
Stranger Things,Thriller,United States,TV,68,55.557543989165595
Bridgerton,Action,United Kingdom,Desktop,77,91.32323047460915
Bridgerton,Action,United Kingdom,Tablet,56,70.08484463798882
Stranger Things,Thriller,Canada,Mobile,38,65.24515621925318
Money Heist,Action,United Kingdom,Tablet,71,98.66304415152459
The Witcher,Drama,United Kingdom,Mobile,87,68.79262325909896
Money Heist,Documentary,India,Tablet,61,66.46153076706972
Bridgerton,Thriller,India,TV,110,99.18557916045759
Wednesday,Documentary,United States,Tablet,97,59.21506984750495
Bridgerton,Drama,United States,Mobile,88,50.97240251840406
The Witcher,Documentary,Brazil,Desktop,38,89.17507512939545
Stranger Things,Documentary,United States,TV,112,89.59965167028548
The Witcher,Thriller,United Kingdom,TV,114,94.37122676851801
Stranger Things,Thriller,Brazil,Mobile,111,96.34537810729321
The Witcher,Action,United States,Tablet,24,57.14071522364337
Money Heist,Drama,Canada,Desktop,116,99.93964679078272
Wednesday,Thriller,Canada,Desktop,59,57.72604149952595
Bridgerton,Documentary,United Kingdom,Tablet,63,54.348351012796655
Bridgerton,Comedy,Canada,Mobile,106,89.70911726585918
Bridgerton,Thriller,Brazil,Desktop,26,78.5090815877347
Money Heist,Thriller,Brazil,Tablet,92,50.709831723586184
Money Heist,Action,Brazil,Mobile,88,99.7710756462728
Bridgerton,Comedy,United States,Desktop,55,54.84893812580477
The Witcher,Drama,Canada,TV,95,92.2506118577888
Bridgerton,Drama,United Kingdom,Desktop,43,84.7485066560738
Money Heist,Thriller,United States,Desktop,31,56.666340817128756
Wednesday,Comedy,United States,Mobile,98,51.44721583716835
Stranger Things,Action,United Kingdom,Mobile,54,78.82444515699329
Wednesday,Documentary,United Kingdom,Tablet,84,59.37522285594902
Bridgerton,Drama,India,Desktop,78,59.270442518702716
The Witcher,Thriller,Brazil,Tablet,37,82.71732298264288
Stranger Things,Documentary,India,Tablet,91,79.1552878639949
Money Heist,Action,India,Tablet,57,63.12425039502955
Stranger Things,Comedy,United States,TV,91,98.3367113767554
Wednesday,Thriller,Canada,TV,111,84.5061558841004
The Witcher,Drama,United Kingdom,Tablet,85,76.3047006625771
The Witcher,Documentary,United Kingdom,Desktop,107,56.94844959433123
Stranger Things,Action,India,Mobile,69,50.339827429305586
The Witcher,Action,India,TV,93,76.12484044452943
The Witcher,Thriller,United States,Tablet,90,84.06410552662169
Wednesday,Action,Brazil,Desktop,53,53.204735551808774
Bridgerton,Thriller,Brazil,TV,53,92.08110037713871
Money Heist,Documentary,India,Tablet,86,96.89128999925336
Money Heist,Comedy,Brazil,Mobile,95,74.17749253951845
Stranger Things,Documentary,India,Tablet,29,64.48639918691073
Stranger Things,Action,Brazil,Mobile,115,85.20157262958284
Wednesday,Documentary,Brazil,Mobile,43,93.31135152893384
Wednesday,Comedy,Brazil,Tablet,59,85.83031494800156
Wednesday,Action,United States,Tablet,96,92.91614694394289
Bridgerton,Comedy,United States,Tablet,118,81.781599932002
Money Heist,Drama,Canada,Tablet,85,66.46896346510378
Wednesday,Comedy,India,TV,74,93.1105711660969
The Witcher,Thriller,United Kingdom,Tablet,88,84.64601146123942
Bridgerton,Drama,United States,Mobile,31,76.57396231409105
Money Heist,Drama,United States,Tablet,99,78.46489670673976
Wednesday,Comedy,Canada,TV,30,86.11080493368232
Bridgerton,Thriller,India,Tablet,53,72.23138289569523
Wednesday,Documentary,Canada,TV,89,59.08817988805971
The Witcher,Drama,India,TV,99,73.19927087201904
Stranger Things,Documentary,Brazil,TV,42,55.31069137942281
Money Heist,Action,United States,Desktop,112,74.97741676023357
Stranger Things,Action,United States,TV,24,51.71884291758626
Bridgerton,Documentary,Brazil,Desktop,83,77.27139751058566
Money Heist,Comedy,United Kingdom,TV,106,58.167722487157825
Wednesday,Thriller,United Kingdom,TV,113,83.34677087786085
Wednesday,Documentary,United Kingdom,Mobile,64,87.11493783669721
Bridgerton,Comedy,India,Mobile,46,60.993097818448845
Money Heist,Documentary,Brazil,TV,88,97.14913920355679
Money Heist,Documentary,India,Tablet,114,78.60859808918849
Bridgerton,Documentary,India,Desktop,58,99.88361316323295
Wednesday,Documentary,United Kingdom,Desktop,116,99.90999538328089
Wednesday,Comedy,United States,Mobile,58,98.72196553192376
Money Heist,Comedy,United Kingdom,Desktop,101,93.96622316812804
Wednesday,Comedy,United Kingdom,Desktop,20,95.59092847697235
The Witcher,Comedy,Brazil,TV,101,53.2119287928563
Bridgerton,Thriller,Canada,Mobile,21,73.18110371717249
Bridgerton,Thriller,India,Tablet,55,76.26591322253607
Stranger Things,Drama,Brazil,TV,24,67.76419871184613
Bridgerton,Documentary,Canada,TV,45,65.7834240582033
Wednesday,Drama,Canada,Desktop,71,85.78679632053976
Bridgerton,Comedy,Canada,TV,73,86.8413227875752
Money Heist,Thriller,Brazil,TV,65,96.88307303082959
Stranger Things,Documentary,Canada,Tablet,82,51.24920411409247
The Witcher,Thriller,India,Mobile,112,77.32381805126883
Money Heist,Thriller,Canada,TV,99,93.48082288661308
Bridgerton,Documentary,United States,Tablet,112,50.87491069936943
The Witcher,Documentary,United States,Mobile,92,64.20291945202145
Wednesday,Documentary,India,Mobile,70,63.020155439395424
The Witcher,Action,Canada,Mobile,61,60.294099408916054
The Witcher,Drama,Brazil,TV,65,65.2906755641832
Stranger Things,Documentary,Brazil,Mobile,106,81.41735587747222
The Witcher,Drama,Canada,Desktop,25,78.93782381799997
Bridgerton,Thriller,India,TV,101,91.72291264280483
The Witcher,Documentary,United Kingdom,Desktop,43,64.30675212291571
Stranger Things,Drama,United States,Desktop,20,51.65059679501636
Bridgerton,Drama,Brazil,TV,74,58.794514170933105
The Witcher,Documentary,India,Mobile,84,50.73235636362433
Money Heist,Comedy,United Kingdom,Tablet,99,60.40530172981864
Wednesday,Drama,Brazil,TV,98,57.83802143258197
Stranger Things,Thriller,Brazil,Mobile,98,74.67033502066977
The Witcher,Comedy,Canada,Desktop,32,99.2044731983257
Money Heist,Thriller,United States,TV,69,78.22970406451607
Wednesday,Comedy,United Kingdom,Desktop,68,94.79078657800974
Bridgerton,Thriller,United States,Desktop,90,61.15431672644874
The Witcher,Thriller,Canada,Tablet,51,83.84100218150235
Stranger Things,Action,Brazil,Tablet,49,54.65087046313375
Stranger Things,Drama,India,Desktop,84,55.361119710424376
Wednesday,Comedy,Canada,Tablet,72,77.2491139050009
The Witcher,Action,United Kingdom,Mobile,101,67.7032281177547
Stranger Things,Thriller,India,Mobile,119,84.13355762313796
Bridgerton,Thriller,Canada,Mobile,99,75.52601306494223
Wednesday,Drama,United States,Mobile,21,84.58888195709912
Wednesday,Drama,Brazil,TV,77,62.180739599109714
The Witcher,Thriller,Brazil,Mobile,102,92.8548469804958
Money Heist,Action,United Kingdom,Mobile,26,60.8874352417011
The Witcher,Comedy,Canada,Mobile,51,97.03754296172306
Stranger Things,Documentary,Canada,TV,28,81.20567100228271
The Witcher,Action,India,Mobile,81,95.61041183907628
Bridgerton,Thriller,United States,Desktop,25,85.96940777874102
Bridgerton,Documentary,United Kingdom,TV,76,54.77795519791676
Wednesday,Comedy,Brazil,TV,81,58.698044384811276
Bridgerton,Thriller,India,TV,39,90.98385013902296
Stranger Things,Drama,Canada,Tablet,97,83.94436685943924
The Witcher,Documentary,United Kingdom,TV,24,56.787292654995056
Bridgerton,Drama,India,Tablet,52,64.97115624015532
Money Heist,Action,Canada,Desktop,109,68.91578035826298
Stranger Things,Thriller,India,TV,22,81.48417976296014
Stranger Things,Comedy,Canada,Desktop,63,56.88670494439043
Stranger Things,Thriller,Canada,TV,60,82.89747428908129
The Witcher,Thriller,India,Mobile,88,72.2943309929904
The Witcher,Thriller,Brazil,Desktop,108,87.6423737545692
Wednesday,Documentary,Brazil,TV,76,90.80283785571618
Bridgerton,Comedy,United Kingdom,TV,68,94.32977207511992
Stranger Things,Action,India,Desktop,117,70.86914709002366
Bridgerton,Action,United Kingdom,TV,63,93.67671321226072
Wednesday,Thriller,Brazil,Desktop,49,75.30223462059183
Stranger Things,Drama,Brazil,Tablet,44,83.21696833028412
